ID,EC,OM,BD,P,SAND,SILT,CLAY,N,K,Ca,Mg,Na,CEC,SAR,ESP,Class.pH
2484,0.2,5.8,1.1,0,30.9,27.3,41.8,0.3,0.3,52.4,8,0.3,30.8,0,0,Moderately alkaline
2485,0.2,7.1,31.12,0,80.2,7.1,11.8,0,0.3,5.7,3.8,30.12,6.6,0,0,Moderately acidic
2486,0.2,5.5,1.1,0,66,25.1,8,0.1,30.12,1.2,0.3,0.1,5.9,0.1,0,Strongly acidic
2489,0.2,5.6,1.3,77.1,38.2,10.2,19.8,0.1,1.1,13.8,6.1,0.1,23.9,0,0,Neutral
2491,0.2,5.6,1.3,7,16.8,19.1,63.2,0,31.12,50.7,11.1,1.7,78.1,0,0,Moderately alkaline
2493,0,1.1,1.7,32.8,16.8,25.1,57.2,0.1,0.9,15.4,7.9,0.7,34.1,0.1,0,Moderately acidic
2494,1.4,3.9,1.3,44.7,58.9,21.3,19.8,0.1,0.5,2.5,1.2,0.5,6,0.2,0.1,Moderately acidic
2495,0.3,2.5,1.3,23,26.2,28.7,45.1,0.1,1.8,9.2,1.2,0.4,52.9,0.1,0,Strongly acidic
2496,0.5,1.2,1.5,42,7.5,27.1,64.5,0.2,0.3,0,1,3.5,3.9,5.1,0.9,Neutral
2497,0.3,4.6,1.3,0,34,27.1,38,0.2,0.1,48.7,7.4,0.3,29.5,0,0,Moderately alkaline
2498,0.2,4.1,1.2,26.3,43.5,21.1,34.5,0.1,0.3,2,2.7,30.12,5,0,0,Strongly acidic
2499,0.3,3.9,1.4,6.3,36.2,10.2,21.8,0.1,1.8,11,4.1,0.3,16.8,0,0,Neutral
2500,0.6,2.9,1.4,14.7,73.5,13.3,13.2,0.1,30.12,3.1,0.4,0.4,4.1,0.2,0.1,Moderately acidic
2501,0.5,2.6,1.4,4.2,10.2,16.2,41.8,0.1,0.3,53.9,2.7,0.5,38.1,0,0,Moderately alkaline
2503,0.3,2.9,1.3,6.3,4.2,10.2,53.8,0.1,1.4,22.2,10.2,1.4,31.9,0.1,0,Neutral
2504,0.6,4.5,1.6,69.2,51.5,15.3,33.2,0,0.7,2.3,0.3,30.12,5.2,0,0,Moderately acidic
2505,0.4,1.8,1.6,16.8,58.2,18.7,23.1,0.1,1.2,3.3,3.7,0.9,17.1,0.3,0.1,Moderately acidic
2506,0.5,2.9,1.3,0,72.2,15.1,11.8,0,0.2,30.4,1.9,0.2,8,0,0,Moderately alkaline
2508,0.3,3.1,1.1,10.7,52.2,25.1,21.8,0.1,0.4,37.8,5.3,2.4,16.2,0.1,0.1,Strongly alkaline
2509,0.4,3.1,1.2,15,29.5,12.2,26.5,0.1,0.4,3.9,3.7,0.6,11.6,0.2,0.1,Neutral
2510,0.2,2.2,1.2,4.3,14.9,43.3,41.8,0.1,0.5,56.4,6,0.3,48.6,0,0,Moderately alkaline
2511,0.2,3.1,1.3,75,66.9,13.8,19.2,0.1,0.8,7.8,1,0.8,18.4,0.1,0,Moderately acidic
2512,0.1,3.1,1.3,55.7,36.2,2.2,29.8,0.1,0.8,20.1,9.7,0.1,20.7,0,0,Moderately acidic
2513,0.3,5.3,1.2,55.7,38.9,27.3,33.8,0.1,31.12,4,2,1.6,20,0.5,0.1,Moderately acidic
2514,0.2,4.3,1.3,199.4,26.2,6.2,35.8,0.2,5.4,9.1,3.3,0.9,20.9,0.1,0,Moderately acidic
2515,0.3,5.1,1.3,19.9,29.5,18.7,51.8,0.5,0.5,41,6.2,0.6,39.5,0,0,Moderately acidic
2517,0.5,5.1,1.2,8,16,8.2,44,0.1,31.12,15,5.3,4.9,5.3,0.4,0.9,Strongly alkaline
2518,0.4,5.5,1.3,21,79.5,11.1,8.5,0,0.1,2.1,0.5,0.3,4,0.2,0.1,Moderately acidic
2519,0.2,4.1,1.4,0,40.9,25.3,33.8,0.1,0.3,21.8,6.9,0.5,25.5,0,0,Moderately alkaline
2520,1.9,1.1,1.6,45.7,17.5,25.1,56.5,0.9,0.4,0,1.6,5.3,6.4,4.9,0.8,Moderately alkaline
2523,0.3,4.3,1.3,38,30.2,23.1,45.8,0.1,0.8,6.4,2,1.6,28.8,0.3,0.1,Strongly alkaline
2524,0.3,3.2,1.3,32.3,20.2,25.1,53.8,0.1,1.3,1.9,2.3,1.3,20.2,0.6,0.1,Neutral
2525,0.2,2.6,1.3,5.2,16.2,58.7,25.1,0.1,2.4,13.6,4.1,0.4,22.4,0,0,Moderately acidic
2526,0.2,4.5,1.2,11.1,44.2,9.1,45.8,0.1,31.12,27.7,5.9,2.9,4.8,0.1,0.6,Strongly alkaline
2527,0.2,1.1,1.4,0,14.9,29.3,55.8,0.4,0.2,59.1,11.4,0.4,52.1,0,0,Moderately alkaline
2528,0.3,3.3,1.2,2.9,28.9,27.3,43.8,0.1,1.3,5.8,18.3,0.4,30.2,0,0,Moderately alkaline
2529,0.4,4.4,1.2,6.3,14.2,19.1,65.8,0.1,0.6,43.1,10.7,1.8,38.8,0.1,0,Moderately alkaline
2531,0.5,3.7,1.3,8.4,60.8,23.1,15.2,0,30.12,7.1,2.7,0.3,22.2,0.1,0,Moderately alkaline
2532,0.8,8.7,31.12,0,12,8.2,48,0.2,0.8,28.1,3.8,0.2,46.8,0,0,Neutral
2536,0.3,3.1,1.1,167.1,26,25.1,48,0.2,31.12,62.9,1.6,0.7,48.3,0,0,Moderately alkaline
2537,0.2,3.6,1.2,34.3,28.2,2.2,37.8,0.1,1.2,21.5,12.2,31.12,45.1,0.1,0,Neutral
2538,0.3,2.4,1.3,23.6,45.5,29.1,24.5,0.2,1.7,8.2,1.9,1.2,27.2,0.2,0,Moderately acidic
2539,0.3,2.2,1.3,141.4,38.8,2.2,27.2,0.2,4.3,20.6,2.6,0.3,27.7,0,0,Strongly alkaline
2540,0.4,5.6,1.2,159.5,42.2,25.1,31.8,0.1,1.2,5.4,1.2,0.3,20.5,0.1,0,Strongly acidic
2542,0.3,4.6,1.3,9,34.8,23.1,41.2,0.1,0.8,24.9,7.5,1.1,43.3,0.1,0,Moderately alkaline
2543,0.3,2.9,1.5,4.2,12.9,29.3,57.8,0.2,2.7,72.4,4.1,1.9,80,0,0,Moderately alkaline
2544,0.4,1.1,1.7,18.9,57.5,23.1,18.5,0.1,0.1,5.9,1.8,0.4,15.7,0.1,0,Moderately acidic
2545,0.6,1.6,1.4,12.1,36.2,2.2,29.8,0.1,NA,17.6,4.9,0.5,31.9,0,0,Moderately alkaline
2546,0.1,4.2,1.5,7.1,14,19.1,66,0.2,1.1,18.7,2.6,0.2,25.5,0,0,Strongly alkaline
2547,1.1,3.9,1.4,14.7,54.9,17.3,27.8,0.1,0.6,3.2,0.8,0.8,12.5,0.4,0.1,Moderately acidic
2548,0.2,3.7,1.4,14.6,78.9,11.3,9.8,0.1,0.1,0.2,0.1,0.3,8,1.7,0,Strongly acidic
2549,0.5,4.5,1.3,8.4,4.8,4.2,59.2,0.1,0.4,8.9,7.9,3.9,42.4,0.5,0.1,Moderately acidic
2550,0.2,2.6,1.3,30.3,34.9,15.3,49.8,0.1,1.1,18.5,5.7,2.5,29.9,0.2,0.1,Neutral
2551,0.5,3.2,1.3,64.7,71.5,15.3,13.2,0.1,0.9,3.9,0.4,30.12,5.8,0,0,Moderately alkaline
2552,0.2,1.3,1.4,5.1,32.2,29.1,37.8,0.1,3.5,23.4,5.5,1.7,37.2,0.1,0,Moderately alkaline
2553,0.3,2.6,1.4,36.4,30.8,4.2,33.2,0.1,0.5,11.7,6.9,0.8,26.1,0.1,0,Strongly acidic
2554,0.4,1.1,1.6,3.9,36.8,4.2,27.2,0.1,0.4,5,1.7,0.8,18.3,0.2,0,Strongly acidic
2555,1,3.4,1.3,10.5,31.5,6.2,30.5,0.2,1.2,30.2,1.5,30.12,8.7,0,0,Strongly alkaline
2556,0.2,2.1,1.4,8.4,36.8,2.2,29.2,0.1,0.5,6.8,2.8,0.5,21.3,0.1,0,Neutral
2557,0.6,2.4,1.2,4.2,8.9,35.3,55.8,0.2,0.9,59.7,4.8,1.2,68.9,0,0,Moderately alkaline
2558,0.4,7.3,1.2,6.4,34.9,15.8,49.2,0,1.6,31.9,3.1,1.9,45.2,0.1,0,Strongly alkaline
2559,0.2,2.7,1.6,15,75.5,9.1,14.5,0.1,0.3,2.3,2.3,30.12,2.8,0,0,Moderately acidic
2560,0.3,5.5,1.1,2.1,44.8,27.1,27.2,0,1.4,10.5,4.4,1.8,26.7,0.2,0.1,Moderately alkaline
2562,0.5,11.7,1.1,2.1,24.9,23.3,51.8,0.1,1.2,3.8,13,1.4,21.8,0.1,0.1,Neutral
2563,0.4,3.5,1.3,49.3,42.2,32.7,25.1,0,2.1,6.6,1.5,0.3,11.6,0.1,0,Neutral
2564,0.4,1.2,1.3,15,23.5,18.2,26.5,0.1,0.4,3.3,2.3,0.9,10.2,0.3,0.1,Neutral
2565,0.2,1.1,1.3,150,68.2,13.1,17.8,0.1,0.5,4.7,1,0.6,13.9,0.2,0,Strongly acidic
2568,0.2,5.1,1.2,159.5,52.2,12.7,35.1,0.1,1.6,1.8,2.4,1.9,17,0.9,0.1,Strongly alkaline
2570,0.5,2.1,1.4,5.2,16.2,40.7,43.1,0.1,2.4,16.4,5.7,0.2,26.6,0,0,Moderately acidic
2571,1.7,2.9,1.4,16.8,72.9,13.3,13.8,0.1,0.2,2,2.6,30.12,2.8,0,0,Moderately acidic
2572,0.2,3.7,1.3,3.5,18.2,15.1,65.8,0.1,1.6,5.6,2.2,1.7,43.6,0.4,0,Moderately alkaline
2573,0.2,0.8,1.2,0,30.8,4.2,33.2,0.1,30.12,38,5.4,0.2,21.2,0,0,Moderately alkaline
2574,0.5,5.5,1.3,6.3,16.2,17.1,65.8,0,2.6,47,7.5,0.8,44,0,0,Moderately alkaline
2575,0.4,4.6,1.3,4.2,18.9,15.3,65.8,0.1,0.9,77.8,15.9,2.1,80,0,0,Moderately alkaline
2576,0.3,3.4,1.3,4.2,18.2,28.7,53.1,0.1,2.1,26.7,11.3,0.4,36.9,0,0,Neutral
2577,0.2,3.9,1.3,6.3,22.2,15.1,61.8,0.1,2.1,38.5,6.9,0.5,42.7,0,0,Moderately alkaline
2578,0.2,1.6,1.1,4.2,20.2,42.7,37.1,0.1,7.1,28.9,10.3,0.2,41.8,0,0,Neutral
2579,0.3,4.2,1.1,6.3,32.9,29.8,37.2,0.2,4.6,43.1,2.4,1.6,37.2,0.1,0,Strongly alkaline
2580,0.3,5.3,1.3,4.2,16.2,52.7,31.1,0,5.1,23.9,7.6,1.2,41.5,0.1,0,Neutral
2581,0.6,3.7,1.3,8.4,12.8,14.2,41.2,0.1,31.12,18.6,9,1.2,26.5,0.1,0,Neutral
2582,0.2,1.7,1.5,55.7,54.2,25.1,19.8,0.3,1.3,13.4,3.7,0.6,21.4,0.1,0,Moderately acidic
2583,0.4,2.5,1.1,8.6,84.8,7.1,7.2,0,0.2,5,1.4,0.4,14.9,0.1,0,Moderately acidic
2584,0.4,13.1,0.9,0,42,6.2,20,0.1,30.12,39.9,5.8,0.2,11.7,0,0,Moderately alkaline
2587,0.3,4.3,1.1,23.6,74.8,13.1,11.2,0.1,31.12,3.2,0.7,0.4,9.2,0.2,0,Moderately acidic
2588,0.3,2.5,1.3,47.1,38.9,6.2,23.1,0,2.3,4.9,0.6,0.5,11.8,0.1,0,Neutral
2589,0.2,2.1,1.4,36.4,14.8,8.2,45.2,0.2,0.7,5.4,3.2,0.5,22.9,0.1,0,Strongly acidic
2590,0.2,1.6,1.3,21.9,49.5,27.3,23.2,0.1,1.1,36.1,12.7,0.4,22.3,0,0,Moderately alkaline
2591,0.3,3.1,1.3,31.9,26.2,9.1,63.8,0.1,0.6,5.1,11,0.1,31.4,0,0,Moderately alkaline
2594,0.5,3.9,1.6,8.4,32.8,4.2,31.2,0.1,1.2,12.9,5.5,0.5,21.2,0,0,Moderately alkaline
2595,0.5,4.2,1.4,14.7,77.5,11.3,11.2,0,30.12,5.9,2.3,0.6,14.3,0.1,0,Moderately acidic
2596,0.2,3.2,1.3,7.6,28.2,32.7,39.1,0.2,1.2,32.1,6.6,1.6,19.7,0.1,0.1,Moderately alkaline
2597,0.3,3.2,1.5,8.4,14.9,13.3,71.8,0.1,2.3,16.1,10.5,1.6,32,0.1,0.1,Neutral
2598,0.4,3.2,1.4,29.4,21.5,19.3,59.2,0.1,0.5,11.6,1.3,30.12,16.4,0,0,Moderately acidic
2599,0.5,1.1,1.2,10.5,27.5,31.1,40.5,0.1,0.7,17.7,0.9,30.12,13.5,0,0,Strongly alkaline
2600,0.3,2.6,1.3,19.9,35.5,28.7,35.8,0.2,0.5,7.3,3.2,0.8,37.6,0.1,0,Strongly acidic
2601,0.3,2.6,1.2,12.6,70.2,13.1,15.8,0,0.6,5.2,0.5,0.9,10.3,0.2,0.1,Neutral
2602,0.3,4.5,1.1,14.7,70.9,13.3,15.8,0.1,0.2,1.8,1.3,1.6,15.8,1,0.1,Strongly acidic
2606,0.4,3.5,1.3,30.9,29.5,25.1,44.5,0.1,1.1,2.9,3.1,30.12,10,0,0,Moderately acidic
2607,0.2,2.4,1.3,169.5,60.2,20.7,19.1,0.1,1.8,8.2,1.7,30.12,16.8,0,0,Moderately alkaline
2608,0.2,3.8,1.3,25.9,15.5,25.3,59.2,0.2,2.7,7.5,3.4,0.1,2.8,0,0,Neutral
2611,0.3,3.5,1.3,240,64.2,17.1,17.8,0.2,1.2,6.5,2.2,31.12,9.8,0.2,0.1,Moderately acidic
2612,0.3,3.2,1.3,6,16.8,31.1,51.2,0.2,0.8,34.4,7,0.4,14.7,0,0,Strongly alkaline
2614,0.8,2.1,1.3,16,47.5,31.1,20.5,0.1,31.12,2.3,3.1,0.1,7.4,0,0,Moderately acidic
2616,0.3,4.7,1.3,19.9,65.5,12.7,21.8,0.2,0.6,24.7,5.8,2.4,21.1,0.1,0.1,Moderately acidic
2617,0.3,5.1,1.3,31.9,42.2,21.1,35.8,0.1,1.4,4.8,2.1,30.12,18.6,0,0,Moderately alkaline
2618,0.5,2.1,1.3,32.9,42.2,2.2,23.8,0.1,5.1,3,2.4,3.1,22.2,1.5,0.2,Strongly alkaline
2622,0.3,3.8,1.4,42,33.5,29.1,36.5,0.1,0.2,0,1.1,4.5,4.9,6,0.9,Moderately alkaline
2623,0.3,5.8,1.3,8.4,24.9,13.3,61.8,0.1,1.6,16,7.4,1.5,28,0.1,0.1,Neutral
2624,0.3,3.9,1.3,8.4,32.9,17.3,49.8,0.1,0.5,24.6,5.1,2.2,26.1,0.1,0.1,Moderately alkaline
2626,0.5,5.6,31.12,12.9,76.2,13.1,9.8,0.1,0.4,5.3,1.4,0.9,6.8,0.2,0.1,Moderately alkaline
2627,0.5,5.3,1.3,0,44.9,35.3,19.8,0.1,0.1,3.3,1.1,0.4,9.9,0.1,0,Moderately acidic
2628,0.1,2.7,1.3,17.9,60.2,20.7,19.1,0,1.9,2.2,1.3,0.4,5.5,0.2,0.1,Strongly acidic
2629,0.1,2.1,1.3,11,38.2,17.1,43.8,0.1,1.2,42,14.1,5.9,6.6,0.2,0.9,Strongly alkaline
2630,0.1,2.9,1.3,9,50.8,19.1,29.2,0.1,0.1,12.2,3.6,0.5,21.8,0.1,0,Moderately alkaline
2631,0.2,1.6,1.3,28.9,16.2,23.3,60.5,0.1,4.8,35.1,7,0.1,54,0,0,Neutral
2634,0.3,2.7,1.3,12,42.2,27.1,29.8,0.1,1.5,34.7,2.7,3.2,19.2,0.1,0.2,Neutral
2635,0.2,1.9,1.3,10,16.2,10.2,41.8,0.1,1.9,26.6,6.6,1.6,34.7,0.1,0,Moderately alkaline
2637,0.2,4.3,1.3,19.9,14.2,5.3,80.5,0.1,0.5,41.7,11.1,0.3,72.9,0,0,Neutral
2639,0.1,3.1,1.3,6,34.2,36.7,29.1,0.1,2.9,16.8,3.4,0.8,18.8,0.1,0,Moderately alkaline
2640,0.2,3.1,1.1,14,7.5,22.7,69.8,0.1,0.4,29,2.4,31.12,32.8,0,0,Strongly alkaline
2643,0.6,4.2,1.3,36.9,28.2,25.1,45.8,0.1,1.1,3.7,2.9,0.2,19.8,0.1,0,Moderately acidic
2645,0.1,1.1,1.4,4,28.2,27.1,43.8,0.2,1.9,3,4.4,2.3,19.4,0.6,0.1,Moderately alkaline
2654,0.1,2.4,1.4,19.9,78.2,7.1,13.8,0.1,0.1,0,1.1,1.6,1.8,2,0.8,Moderately acidic
2655,0.4,2.7,1.3,79.8,32.2,28.7,39.1,0.2,1.6,26.5,1.8,30.12,14.4,0,0,Moderately alkaline
2656,0.3,2.4,1.4,229.3,66.2,20.7,13.1,0.1,0.7,12.3,1.3,30.12,2.8,0,0,Strongly alkaline
2657,0.3,1.9,1.4,22.9,18.2,15.3,66.5,0.1,2.3,18,5,0.7,75.3,0.1,0,Moderately alkaline
2660,0.5,2.7,1.3,10,29.5,20.7,49.8,0.1,2.5,48,7.5,1.1,34.7,0,0,Moderately alkaline
2661,0.3,2.9,1.3,12,66.2,13.1,19.8,0.1,1.8,9.8,2,1.3,12.5,0.2,0.1,Moderately alkaline
2663,0.4,2.1,1.1,13,8.2,13.1,77.8,0,NA,NA,NA,NA,NA,NA,NA,Moderately alkaline
2664,8.1,0.5,1.6,79.8,14.2,17.1,67.8,0.1,31.12,82.4,8.1,0.2,80.8,0,0,Moderately alkaline
2670,0.1,2.9,1.3,7,22.8,8.2,37.2,0.1,1.1,17.2,7.4,0.3,32.6,0,0,Neutral
2671,0.1,3.4,1.4,16,71.5,13.1,14.5,0.1,31.12,2.4,2.5,0.4,3,0.2,0.1,Moderately acidic
2672,0.2,4.2,1.3,13,17,11.1,71,0.2,2.3,45.6,11.6,13.5,51.7,0.4,0.3,
2673,0.1,4.5,1.3,12,36.9,25.1,37.1,0.1,0.7,39.1,8.6,1.8,22.4,0.1,0.1,Moderately alkaline
2674,0.3,1.8,1.4,47.9,32.2,34.7,33.1,0.1,2.1,5.9,2.3,0.1,18.9,0,0,Moderately acidic
2684,0.2,3.6,1.4,2,30.2,2.2,35.8,0.2,5.7,0.2,8.2,3.1,17.3,0.7,0.2,Moderately alkaline
2685,0.8,7.3,31.12,0,28.9,39.3,31.8,0.9,0.9,45.2,3.9,0.4,51.1,0,0,Moderately alkaline
2687,0.3,3.5,1.5,17.9,12.2,36.7,51.1,0.1,0.7,12.8,11.7,0.5,32.3,0,0,Moderately acidic
2688,0.3,2.7,1.3,21.9,21.5,10.2,36.5,0.1,0.3,4,0.6,0.2,7,0.1,0,Neutral
2689,0.2,1.9,1.3,23.9,73.5,15.1,10.5,0.1,31.12,2.1,2.2,0.2,4,0.1,0,Strongly acidic
2691,0.6,2.4,1.3,4,40.2,19.1,39.8,0.1,1.8,2.8,3.6,30.12,19.6,0,0,Neutral
2693,0.2,3.5,1.4,10,37.5,20.7,41.8,0.1,2.3,39.3,5.7,0.7,27.5,0,0,Strongly alkaline
2694,0.5,3.8,1.3,14,18.2,21.1,59.8,0.1,1.3,40.5,8.8,13.8,39.5,0.5,0.4,Moderately alkaline
2695,0.2,0.5,1.1,16.9,4.2,31.1,63.8,0.1,0.6,42.8,5,0.1,46,0,0,Moderately acidic
2696,0.4,3.8,1.6,16,54.2,31.1,13.8,0,5.4,12.2,4.2,0.1,22.4,0,0,Strongly acidic
2699,0.2,2.4,1.4,12,43.5,26.7,29.8,0,0.4,38.2,5,1.6,15.9,0.1,0.1,Strongly alkaline
2700,0.2,3.8,1.3,28,17.5,31.3,51.2,0.1,0.4,14.3,1.5,0.9,23.4,0.1,0,Neutral
2701,0.2,5.6,1.3,12,29.5,40.7,29.8,0.1,4.7,30,4.6,0.3,18.9,0,0,Strongly alkaline
2706,0.1,1.8,1.4,NA,30.8,19.3,50,0,0.8,23.2,2.7,1.2,33.7,0.1,0,Moderately alkaline
2707,0.2,1.6,1.5,9,36.8,10.2,21.2,0.1,2.7,8.8,2.9,0.3,27.4,0,0,Neutral
2716,0.7,1.1,1.4,2,54.2,23.1,21.8,0.1,1.2,0.1,9.7,2.2,12.2,0.3,0.2,Moderately alkaline
2717,0.4,2.5,1.3,NA,20.8,37.3,42,0.1,1.5,56.5,2.8,0.7,40.4,0,0,Moderately alkaline
2719,0.3,2.8,1.3,2,44.2,27.1,27.8,0.1,1.8,0,12.6,2.2,15.7,0.2,0.1,Neutral
2722,0.1,3.5,1.4,11,46.2,11.1,41.8,0.1,1.7,50.2,9.5,1.4,5.8,0,0.2,Moderately alkaline
2723,0.2,2.9,1.4,38.9,34,35.3,30.7,0.2,0.7,26.4,1.5,0.1,14.3,0,0,Moderately alkaline
2725,0.2,1.3,1.6,NA,22.8,31.3,46,0.2,1.6,59.2,1.9,0.5,38,0,0,Moderately alkaline
2726,0.2,3.5,1.5,79.8,30.2,25.1,43.8,0.1,1.1,19.6,12.2,0.2,38.7,0,0,Moderately alkaline
2727,0.5,1.9,1.5,47.9,58.9,13.1,27.1,0.1,1.5,1.3,1.4,30.12,10.2,0,0,Moderately acidic
2728,0.2,3.1,1.3,9,52.8,23.3,24,0.1,1.4,38.3,2.2,0.7,21.9,0,0,Moderately alkaline
2729,0.4,1.3,1.6,69.8,38.2,16.2,13.8,0.2,1.8,67.8,3.1,0.7,48.1,0,0,Moderately alkaline
2730,0.4,1.3,1.5,16,28.2,27.1,43.8,0.1,1.1,23.8,3.2,0.1,17.8,0,0,Moderately alkaline
2731,0.7,1.6,1.7,47.9,66.9,15.1,17.1,0,1.4,6,1.9,30.12,10.1,0,0,Moderately acidic
2735,0.3,5.4,1.1,2,60.9,21.3,17.8,0.1,1.6,7.5,2.5,0.8,21.3,0.1,0,Moderately acidic
2739,0.1,2.1,1.4,12,69.5,16.7,13.8,0,1.1,8.5,1.7,0.6,7.2,0.1,0.1,Strongly alkaline
2740,0.5,5.1,1.3,31.9,52.2,25.1,21.8,0.1,31.12,1.9,2.3,30.12,11.4,0,0,Moderately alkaline
2741,0.1,4.1,1.3,2,54.2,28.7,17.1,0,1.7,8.6,2.2,0.1,17.3,0,0,Neutral
2742,0.1,1.6,1.3,6,36.8,29.1,33.2,0.2,0.4,26.7,1.9,0.1,6.9,0,0,Strongly alkaline
2743,0.4,3.7,1.3,2,70.2,12.7,17.1,0.1,1.4,13.4,6,30.12,24.9,0,0,Moderately acidic
2748,0.4,2.8,1.6,78.4,52.2,27.1,19.8,0.1,1.2,22.1,3.8,30.12,30.3,0,0,Moderately alkaline
2750,0.3,0.8,1.4,79.8,36.2,13.1,49.8,0.1,1.1,35.3,8.2,0.1,49.5,0,0,Moderately alkaline
2751,0.3,2.9,1.7,10,26.2,27.1,45.8,0.1,1.8,24.8,7.3,0.5,38.1,0,0,Neutral
2754,0.2,0.5,1.3,31.9,44,37.3,18.7,0.1,0.8,25.3,4.8,0.1,27.5,0,0,Strongly alkaline
2756,0.1,2.4,1.7,12,55.5,24.7,19.8,0,0.9,15.8,2.2,0.3,11,0,0,Moderately alkaline
2757,0.2,1.1,1.5,16.9,42.2,25.1,31.8,0.1,0.2,2.5,0.4,30.12,19.9,0,0,Strongly acidic
2760,0.2,0.5,1.7,0,48.9,33.3,17.8,0.1,0.4,3.2,1,0.5,8.1,0.2,0.1,Moderately acidic
2764,0.1,3.7,1.3,11,17.5,2.2,48.5,0.1,31.12,22.1,1.5,30.12,14.7,0,0,Strongly alkaline
2765,0.2,3.7,1.3,18.9,53.5,27.1,18.5,0.2,0.3,43.6,1.2,0.3,28.6,0,0,Moderately alkaline
2766,0.2,3.4,1.3,24.9,52.2,30.7,17.1,0.3,3.4,23.5,5.3,30.12,45.2,0,0,Neutral
2767,0.1,3.4,1.4,9,16,8.2,44,0.1,1.9,46.5,2.8,0.8,27.7,0,0,Moderately alkaline
2773,0.3,3.6,1.5,29.4,19.5,17.1,62.5,0.1,1.8,3,2.5,0.3,13.4,0.1,0,Moderately acidic
2775,0.2,1.5,1.6,29.4,35.5,25.1,38.5,0.1,0.2,2.7,1.7,0.4,8.6,0.2,0,Strongly acidic
2776,0.1,3.2,1.3,24.9,56.2,24.7,19.1,0.1,1.1,17,1.8,0.1,33.4,0,0,Moderately acidic
2777,0.2,3.5,1.3,20.9,81.5,11.1,6.5,0,0.2,1.8,0.5,0.2,7,0.2,0,Moderately acidic
2779,0.2,4.8,1.3,45.9,20.2,2.2,45.8,0.3,0.5,39.4,2.8,0.6,33.6,0,0,Moderately alkaline
2781,0.2,3.1,1.3,24.9,46.2,42.7,11.1,0.5,0.4,5.5,0.6,30.12,56,0,0,Strongly acidic
2782,0.6,3.1,1.3,1,35.5,11.3,53.2,0.1,0.4,1.4,1.1,0.8,41.4,0.6,0,Moderately alkaline
2783,0.1,4.2,1.4,8,51.5,9.3,39.2,0.1,1.8,6.7,3.8,0.4,10.4,0.1,0,Moderately alkaline
2785,0.1,2.9,1.3,19.9,36.2,21.1,41.8,0.1,0.7,0.2,3.2,2.2,5.4,1,0.4,Moderately acidic
2786,0.8,0.9,1.4,13.9,8.2,11.3,80.5,0.1,1.8,45.3,9.6,5.2,48.7,0.2,0.1,Moderately alkaline
2790,0.5,1.7,1.6,43.1,45.5,19.1,34.5,0.1,0.8,2.2,2.2,0.3,8.6,0.1,0,Moderately acidic
2791,0.3,3.1,1.3,6,18.8,15.1,65.2,0.1,0.5,40.1,9.6,1.2,20.5,0,0.1,Strongly alkaline
2793,1,2.9,1.3,139.6,58.9,17.3,23.8,0,1.5,15.7,8.2,0.8,21.7,0.1,0,Moderately acidic
2794,0,6.4,1.2,3,24.9,19.3,55.8,0.1,1.1,4.8,10.7,1.4,33.4,0.2,0,Moderately alkaline
2795,0.1,5.1,1.3,6,40.9,33.3,25.8,0.1,2.1,14.4,3.5,0.8,33.9,0.1,0,Moderately acidic
2796,0.1,7.8,1.2,11,70.2,15.1,13.8,0.1,1.2,19.5,3.6,4.6,34.8,0.3,0.1,Strongly alkaline
2797,0.1,3.9,1.3,13,70.2,17.1,11.8,0.1,NA,NA,NA,NA,NA,NA,NA,Strongly alkaline
2798,0.2,5.3,1.4,6,10.8,10.2,47.2,0.2,0.4,35.3,7.7,0.2,11.1,0,0,Strongly alkaline
2799,0,10.1,31.12,1,33.5,9.3,57.2,0.3,1.2,0.6,3.2,0.7,59,0.3,0,Moderately alkaline
2800,0.1,5.1,1.2,8,47.5,11.3,41.2,0.1,1.2,5.3,3.5,0.9,14.2,0.2,0.1,Moderately alkaline
2801,0.3,1.2,1.5,25.8,51.5,11.3,37.2,0.3,0.6,0.4,1,30.12,3.6,0,0,Moderately acidic
2806,0.4,1.7,1.3,176.5,50.2,11.1,37.8,0.1,1.5,9.4,2.6,0.9,28.4,0.1,0,Moderately acidic
2807,0.3,3.6,1.5,35.3,62.2,17.1,19.8,0.1,0.4,2.6,0.3,0.1,12.8,0.1,0,Strongly acidic
2810,0.1,14.1,1.1,5,22.2,44.7,33.1,0.1,3.1,22.2,9.2,4.4,23.6,0.3,0.2,Moderately acidic
2812,0.1,2.9,1.4,11,52.2,17.1,29.8,0.1,0.9,5.5,2.3,0.1,2.4,0,0,Moderately acidic
2814,0.1,1.3,1.3,7,16,37.3,46.7,0.2,1.1,11.5,4.5,0.2,19.5,0,0,Strongly alkaline
2815,0.3,0.5,1.4,2,43.5,4.2,20.5,0.1,0.4,12,3.3,0.2,13.4,0,0,Moderately acidic
2817,0.5,4.1,1.3,NA,12.8,17.3,70,0.1,1.5,56.9,3.6,6.2,34.9,0.2,0.2,Moderately alkaline
2820,0.5,4.4,1.4,24,20.2,3.3,76.5,0.1,1.7,78.2,20,0.9,97.2,0,0,Neutral
2821,0.3,4.1,1.3,35.3,46.2,29.1,23.8,0.1,31.12,6.8,3.6,0.2,18.7,0,0,Moderately alkaline
