ID,EC,OM,BD,P,SAND,SILT,CLAY,N,K,Ca,Mg,Na,CEC,SAR,ESP,Class.pH
2158,0.9,2.9,1.1,69.5,55.5,17.3,27.2,0.1,0.4,20.9,0.2,30.12,5.6,0,0,Strongly alkaline
2159,0.1,3.4,1.1,2,34.2,27.1,37.8,0.1,2.8,1.5,10.3,4.1,17.8,0.6,0.2,Strongly alkaline
2160,0.1,1.8,1.5,50.5,54.9,25.3,19.8,0.1,3.4,9.5,2.8,0.8,16.5,0.1,0,Neutral
2161,0.5,1.3,1.4,10.5,49.6,21.1,28.4,0.1,0.8,34.2,6.3,0.6,15.4,0,0,Moderately alkaline
2162,0.2,2.1,1.5,4.2,51.5,21.3,27.2,0.2,1.2,13.8,3.3,0.9,32,0.1,0,Neutral
2163,0.5,7.1,31.12,16,56.9,25.3,17.8,0.1,0.2,8.2,6,0.2,10.4,0,0,Moderately alkaline
2166,0.3,1.1,1.4,53.6,46.2,15.1,37.8,0.1,31.12,5,1.4,0.4,8.7,0.1,0,Moderately acidic
2168,0.3,2.1,1.2,0,24.2,27.1,47.8,0.1,0.9,39.1,11,0.4,21.2,0,0,Moderately alkaline
2171,0,2.9,1.5,5,12,20.7,67.2,0.1,1.6,70.8,7.9,2.1,69.5,0,0,Moderately alkaline
2173,0.5,4.3,31.12,2,58.2,23.1,17.8,0.1,0.9,0.1,7.3,4.2,11.7,0.8,0.4,Moderately alkaline
2174,0.2,3.1,31.12,2,79.5,13.1,6.5,0.1,0.3,1.9,4,0.1,3.2,0,0,Neutral
2175,0.1,2.6,1.1,0,74.2,13.1,11.8,0.1,0.3,7.4,3.6,30.12,3.6,0,0,Neutral
2177,1.3,3.9,1.1,0,44.2,25.1,29.8,0.1,0.4,38,6.5,0.1,15.8,0,0,Moderately alkaline
2178,0.5,6.1,0.9,47.7,32.2,34.7,33.1,0.8,1.7,10.3,6.6,0.1,69.7,0,0,Moderately alkaline
2179,0.3,4.1,1.1,17.9,48.2,34.7,17.1,0,0.4,0.4,0.6,0.1,12.7,0.1,0,Moderately acidic
2180,0.2,4.1,1.4,75.5,52.9,17.8,29.2,0,1.3,10.7,1.7,0.6,20.9,0.1,0,Moderately acidic
2181,0.3,4.7,31.12,0,28.2,2.2,37.8,NA,0.5,29.3,10.3,0.2,20.2,0,0,Moderately alkaline
2182,0.2,6.1,31.12,0,38.2,31.1,29.8,0.1,0.4,37.2,6.8,0.2,16.6,0,0,Moderately alkaline
2183,0.1,1.1,1.4,23.8,27.5,31.1,40.5,0.3,0.7,0,0.6,1.5,2,3.4,0.8,Strongly acidic
2185,0.2,2.1,1.2,19.9,34.2,27.1,37.8,0.1,0.4,8.2,1.7,0.9,27,0.2,0,Moderately acidic
2186,0.1,2.3,1.3,16.9,12.2,6.2,49.8,0.1,0.4,27.4,5.6,0.1,39.3,0,0,Moderately acidic
2187,0.3,2.3,1.3,7.9,26.2,34.7,39.1,0.1,1.6,41,2.8,6.7,21.3,0.2,0.3,Moderately alkaline
2188,0.3,1.6,1.3,35.4,12.2,17.3,70.5,0.1,1.8,23.2,3.9,30.12,46.1,0,0,Neutral
2189,0.5,1.8,1.4,NA,76.8,9.1,13.2,0,0.3,10.4,0.7,0.2,7.6,0,0,Moderately alkaline
2190,0.2,0.3,1.4,149.6,30.2,34.7,35.1,0.1,4.2,48.1,2.7,0.4,28.3,0,0,Moderately alkaline
2191,1.2,6.2,1.1,10,66.2,19.1,13.8,0,1.4,10.5,3,0.5,16.6,0.1,0,Moderately alkaline
2192,0.2,4.8,1.1,NA,36.2,2.2,29.8,0.1,1.7,15.3,4.8,0.1,21,0,0,Neutral
2193,0.1,0.5,1.3,18.9,67.5,18.7,13.8,0.1,0.2,8.6,3.4,0.3,13.3,0,0,Neutral
2194,0.4,5.4,1.2,3,24.9,13.3,61.8,0.1,1.2,4.8,6.3,8.9,37.8,1.6,0.2,Moderately alkaline
2196,0.4,2.6,1.3,37.7,22.8,27.1,49.2,0.3,0.9,6.6,2.6,1.1,26.5,0.2,0,Strongly acidic
2199,0.1,4.8,31.12,NA,66.2,17.1,15.8,0.1,2.3,17.2,3,0.3,15,0,0,Moderately alkaline
2200,0.3,3.7,31.12,0,12.2,23.1,63.8,0.1,0.8,44.7,17.1,0.4,8.4,0,0,Moderately alkaline
2204,0.2,7.2,0.9,17.9,14.2,46.7,39.1,0.1,0.8,45.6,2.2,0.1,18.9,0,0,Moderately alkaline
2205,0.2,1.1,1.5,31.8,16.9,17.1,65.1,0.2,0.4,3.9,2,30.12,2.2,0,0,Neutral
2208,0.2,2.1,1.3,7,60,11.3,28.7,0,1.6,6.4,3.5,1.6,14.5,0.3,0.1,Strongly alkaline
2209,0.1,2.3,1.4,2,57.5,23.1,18.5,0.2,0.4,13.5,5.9,0.2,14.6,0,0,Neutral
2212,0.9,1.8,1.4,49.7,57.5,8.7,33.8,0.1,1.7,46.9,6.9,1.3,34.7,0,0,Moderately alkaline
2214,0.2,1.8,1.5,6,62.9,19.3,17.8,0,1.6,10.2,1.9,0.4,18,0.1,0,Moderately acidic
2215,0.2,1.8,1.6,2.1,28.9,27.8,43.2,0.1,31.12,23.9,7.1,0.9,36.1,0.1,0,Moderately alkaline
2217,0.2,7.8,1.1,8,12.2,38.7,49.1,0.1,1.1,43,2.6,3.3,26.6,0.1,0.1,Moderately alkaline
2218,0.2,5.9,1.4,2,71.5,17.1,10.5,0.1,0.6,2.1,1.7,0.3,3,0.2,0.1,Neutral
2219,0.6,11.4,31.12,0,8.2,25.1,65.8,0.1,1.3,50.9,14.1,0.4,10.4,0,0,Moderately alkaline
2221,0.2,3.5,1.1,14,40.2,31.1,27.8,0,0.6,28.7,3.8,1.5,21.6,0.1,0.1,Strongly alkaline
2222,0.2,2.7,1.3,4,44.2,30.7,25.1,0,0.8,17.6,9.3,0.8,25.2,0.1,0,Moderately alkaline
2223,0.3,18.8,0.8,10.9,42.2,11.1,45.8,0.1,1.7,51.9,5.5,0.6,18.4,0,0,Moderately alkaline
2230,0.6,37.9,0.7,24.8,37.5,25.1,36.5,0,0.6,3.4,4.2,0.2,3,0,0.1,Moderately alkaline
2232,0.4,5.8,31.12,17.9,16.2,30.7,53.1,0.1,0.4,15,4.9,0.2,22.2,0,0,Moderately acidic
2233,0.6,4.1,1.3,33.8,16.9,35.3,47.8,0.3,1.4,54.7,3.8,0.3,50.9,0,0,Moderately alkaline
2234,0.2,2.5,1.3,12.9,74.2,15.1,9.8,0.1,1.2,5.8,0.8,0.2,7.3,0,0,Neutral
2236,0.3,4.7,1.3,51.7,38.2,27.1,33.8,0.1,0.6,21.9,14.9,2.4,47.6,0.1,0.1,Moderately acidic
2243,0.7,1.1,1.6,40.4,40.2,37.3,22.5,0.1,0.2,24,15,0.7,52,0,0,Neutral
2244,0.4,0.5,1.7,5.2,42.9,29.1,27.1,0,3.1,21.4,2.2,0.5,22.2,0,0,Strongly alkaline
2245,0.2,1.3,1.7,21.2,40.2,4.2,23.8,0.2,2.4,0.1,6.9,2.9,11.5,0.6,0.3,Neutral
2246,0.1,1.8,1.5,3.1,51.5,19.1,28.5,0.1,0.9,0.2,2.7,2.1,5.9,1.6,0.5,Moderately alkaline
2247,0.3,2.3,1.5,4,16.2,18.7,65.1,0.1,1.6,35.5,20.1,1.8,57.4,0.1,0,Neutral
2248,0.2,5.4,31.12,4,64.2,22.7,13.1,0,0.3,14.1,3.7,0.2,19.4,0,0,Neutral
2250,0.3,5.9,31.12,18.9,72.2,7.1,19.8,0,NA,NA,NA,NA,NA,NA,NA,Strongly acidic
2253,0.4,2.9,1.5,55.6,22.2,22.7,55.1,0.1,3.7,29,6.9,0.6,50.4,0,0,Neutral
2254,0.3,1.7,1.7,26.8,55.5,29.1,14.5,0.3,1.1,0.2,0.5,30.12,8.5,0.1,0,Strongly acidic
2255,0.6,1.7,1.3,208.5,62.2,18.7,19.1,0.2,1.8,14.8,1.2,0.1,12,0,0,Strongly alkaline
2256,0.3,6.4,31.12,17.9,2.2,52.7,45.1,0.1,0.4,7.7,4,0.3,15.4,0,0,Moderately acidic
2257,0.1,2.6,1.1,10.9,84.2,3.1,11.8,0.1,0.8,23.9,3.6,30.12,5.8,0,0,Moderately alkaline
2264,0.2,5.7,1.3,0,66.2,17.1,15.8,0,0.2,6.3,3.2,30.12,7.6,0,0,Moderately acidic
2266,0.1,5.7,31.12,0,77.5,11.1,10.5,0.1,0.5,2.9,3,0.1,6.2,0,0,Neutral
2267,0.1,5.9,1.1,0,32.2,4.2,31.8,0.1,0.2,16.7,9.7,0.4,19.2,0,0,Neutral
2268,1.5,9.3,0.9,119.2,48.2,30.7,21.1,0.1,1.1,16.2,3,3.3,14.8,0.3,0.2,Strongly alkaline
2269,0.2,7.3,0.9,0,41.5,27.1,30.5,0.1,0.4,3.3,3.8,0.1,14.2,0,0,Moderately acidic
2270,0.1,4.1,31.12,21.9,38.2,6.2,23.8,0.2,8.3,3.5,2.6,12.9,14.4,4.2,0.9,Strongly alkaline
2274,0.4,2.5,1.1,38.7,8,27.3,64.7,0.2,0.9,26.7,6.4,0.4,25.5,0,0,Neutral
2276,0.2,3.4,1.2,8.9,13.5,26.6,60,0.1,0.9,12.6,2.5,31.12,23.1,0.1,0,Strongly alkaline
2277,3.6,7.5,0.8,12.1,65.5,13.3,21.2,0.1,1.1,20.5,2.5,0.7,16,0,0,Strongly alkaline
2278,0.2,2.8,1.3,53.6,46.9,25.3,27.8,0.1,1.4,15.9,1.6,0.4,20.3,0,0,Moderately alkaline
2280,0.3,0.9,1.5,37.4,50.2,29.1,19.8,0.1,0.7,3.4,1.8,0.5,12.4,0.2,0,Moderately acidic
2282,0.4,2.6,1.1,29.8,75.5,11.1,12.5,0.1,1.7,2.2,2.7,0.1,2.6,0,0,Neutral
2283,0.2,2.1,1.3,6,28.2,24.7,47.1,0.1,1.9,20.6,0.7,0.7,24.6,0,0,Moderately alkaline
2287,1.2,3.3,31.12,21.4,47.5,24.7,27.8,0.1,0.5,35.2,2.6,0.3,30.4,0,0,Moderately alkaline
2288,0.7,8.3,1.1,9,18.8,23.1,57.2,0.1,1.3,21,17.7,7.8,52.5,0.4,0.1,Moderately alkaline
2289,0.8,5.6,1.1,2,57.5,9.1,32.5,0.1,0.5,0.1,1.7,1.7,3.1,1.4,0.5,Strongly acidic
2291,0.3,2.4,1.3,41.9,35.5,23.1,40.5,0.1,1.1,2.8,3.5,0.2,16.2,0.1,0,Neutral
2292,0.2,2.4,1.4,10,15.5,28.7,55.8,0.1,3.1,26.3,8.1,1.3,44,0.1,0,Moderately alkaline
2295,0.3,1.2,1.7,29.8,26.8,25.1,47.2,0.2,1.4,51.8,7.4,1.4,62.1,0,0,Neutral
2296,0.5,8.9,1.1,NA,62.8,17.1,19.2,0,0.5,10.5,3.5,0.4,18.3,0.1,0,Neutral
2298,0.3,3.8,1.3,7,52,13.3,34.7,0.1,1.1,17.8,4.3,7.2,20.5,0.6,0.3,Moderately alkaline
2303,0.1,3.5,31.12,0,82.2,5.1,11.8,0.1,0.8,4.2,2.5,30.12,1,0,0,Moderately acidic
2304,5.5,8.1,31.12,317.9,68.2,11.1,19.8,0.1,31.12,14.3,1.1,31.12,13.6,0.1,0.1,Moderately alkaline
2305,1.2,4.3,1.1,22.8,58.2,23.1,17.8,0.1,0.2,0.5,1.3,30.12,3.8,0,0,Moderately acidic
2306,1.2,2.9,1.3,10.5,49.6,27.1,22.4,0.1,0.6,36.5,6.1,0.6,12.2,0,0,Moderately alkaline
2307,0.3,4.5,1.2,4.6,12.2,40.7,47.1,0.1,31.12,16.2,7.5,0.4,34.6,0,0,Moderately acidic
2308,0.1,6.7,0.9,15.9,54.9,17.3,27.8,0.1,0.1,2.2,1.9,0.4,13.9,0.2,0,Strongly acidic
2309,0.2,2.8,1.4,208.6,64.2,15.1,19.8,0.2,2.4,41.4,4.2,0.5,50,0,0,Moderately alkaline
2310,1,3.1,1.4,347.7,44.2,13.1,41.8,0.1,1.2,16.7,7.1,0.2,24,0,0,Neutral
2313,0.1,2.8,1.2,51.7,68.9,15.3,15.8,0.2,1.4,5.8,1.5,0.7,21.7,0.2,0,Moderately acidic
2314,0.1,2.8,1.3,15.9,33.5,16.2,18.5,0.1,0.4,2.5,3.2,30.12,7.4,0,0,Moderately acidic
2315,0.4,2.5,1.3,18.9,53.5,23.1,22.5,0.1,0.3,15.2,5.1,0.6,21,0.1,0,Neutral
2316,0.3,2.8,1.3,22.8,68.2,17.1,13.8,0.1,1.2,0.6,1.1,30.12,4.4,0,0,Neutral
2318,0.5,1.8,1.6,10.1,78.2,7.1,13.8,0,2.2,17.6,4.4,30.12,55.7,0,0,Strongly alkaline
2319,0.2,2.4,1.4,56.6,16.8,15.1,67.2,0.1,0.7,50.1,1.2,0.4,30.7,0,0,Moderately alkaline
2320,0.4,3.2,1.4,42.4,50.2,23.1,25.8,0.2,2.3,19.5,9.2,1.4,35.2,0.1,0,Moderately acidic
2321,0.7,1.8,1.4,60.6,36.2,34.7,29.1,0.1,2.9,23.5,4.4,1.3,30.9,0.1,0,Moderately alkaline
2322,0.3,1.3,1.5,9.1,52.8,13.1,33.2,0.1,0.5,8.7,4.4,0.3,27.8,0,0,Neutral
2323,2.1,3.7,1.2,38.3,10.2,21.1,67.8,0.1,31.12,9.4,5.4,1.7,29.1,0.2,0.1,Moderately acidic
2324,0.7,2.6,1.3,4.2,54.2,21.1,23.8,0.1,0.7,12.5,1.5,1.9,22.5,0.2,0.1,Moderately alkaline
2325,0.5,1.1,1.7,10.5,39.6,15.1,44.4,0.1,1.1,40.1,6.3,0.7,20.2,0,0,Moderately alkaline
2326,0.2,0.5,1.7,23.2,12.2,2.2,53.8,0.1,0.7,0,0.7,1.6,2.2,3,0.7,Moderately acidic
2327,0.4,2.1,1.5,39.7,12,27.3,60.7,0.2,0.6,48.8,1.4,0.2,30.1,0,0,Moderately alkaline
2329,0.6,6.4,31.12,64.3,26.2,34.7,39.1,0.1,6.3,55.5,6.6,3.6,25.6,0.1,0.1,Moderately alkaline
2330,0.2,4.6,1.1,0,66.2,13.1,19.8,0.1,0.5,12.5,5.7,0.5,6,0.1,0.1,Moderately alkaline
2331,0.2,4.3,1.1,10.7,52.2,17.1,29.8,0.1,0.7,3.8,3.4,0.2,7.8,0,0,Moderately acidic
2332,0.5,5.9,31.12,12,34.9,8.2,25.1,0,1.1,33.8,3.8,0.8,17.3,0,0,Moderately alkaline
2333,0.6,3.2,1.4,26.9,52.9,29.1,17.1,0.2,31.12,1.9,1.9,30.12,8.4,0,0,Moderately alkaline
2334,0.5,3.5,1.3,NA,32.8,31.1,35.2,0.1,31.12,29.5,3.8,1.2,33.9,0.1,0,Moderately alkaline
2335,0.1,3.5,1.4,7,14.8,23.1,61.2,0.1,31.12,43.6,10.3,1.9,92.8,0.1,0,Moderately alkaline
2336,0.4,1.7,1.7,29.8,22.8,31.1,45.2,0.3,0.4,7.9,2.6,1.1,27.3,0.2,0,Strongly acidic
2337,0.1,1.7,1.3,28.8,40.8,23.1,35.2,0.3,0.7,9.5,2.9,0.7,20.3,0.1,0,Moderately acidic
2338,0.5,15.4,31.12,28.2,46.2,18.7,35.1,0.1,0.5,7,0.9,0.1,25.3,0,0,Strongly acidic
2339,0.3,3.2,1.4,NA,47.5,25.1,26.5,0.1,0.6,20,1.3,30.12,8.7,0,0,Strongly alkaline
2340,0.2,17.2,0.9,11.9,6.2,6.2,55.8,0.1,0.5,51.3,3.5,1.1,39.6,0,0,Moderately alkaline
2344,0.4,2.4,1.4,NA,31.5,29.1,38.5,0.2,0.7,20.2,2.1,0.5,9.5,0,0,Strongly alkaline
2345,0.1,5.8,1.3,NA,34.8,21.3,44,0.1,1.2,28.7,4.4,0.8,35.6,0,0,Moderately alkaline
2348,0.8,2.2,1.4,NA,22.8,35.3,42,0.1,31.12,13.3,2.9,0.8,30,0.1,0,Moderately acidic
2352,0.9,6.1,0.9,NA,18.8,35.3,46,0.1,0.9,49.9,2.5,0.7,32.6,0,0,Neutral
2353,0.2,3.4,1.5,NA,52.8,23.3,24,0.1,0.7,6.3,2.5,0.6,13.4,0.1,0,Moderately acidic
2354,0.6,2.2,1.4,NA,52.8,13.1,33.2,0.1,0.3,33.1,7.1,2.1,33.8,0.1,0.1,Strongly alkaline
2356,0.4,1.6,1.6,22.2,54.9,27.1,17.1,0.5,3.4,2.5,9,0.2,18,0,0,Neutral
2357,0.4,3.1,1.3,280,66.2,20.7,13.1,0.1,0.9,9.3,1.1,30.12,9.8,0,0,Strongly alkaline
2358,0.2,1.3,1.4,0,8.9,31.3,59.8,0.2,0.4,54.5,9,1.3,39.3,0,0,Moderately alkaline
2359,0.5,1.3,1.6,12.6,28.2,19.1,51.8,0.1,1.5,46.3,11.4,16.2,30.5,1.4,1.6,Moderately alkaline
2360,0.2,2.4,1.3,17.2,58.2,23.1,17.8,0,0.1,0.4,0.2,0.2,6.2,0.6,0,Strongly acidic
2361,0.2,2.9,1.3,7.1,18,27.1,54,0.1,0.7,14.4,1.7,0.1,17.7,0,0,Moderately alkaline
2363,1.1,2.3,1.3,16.1,28.2,10.7,61.1,0.2,1.2,16.4,11.2,0.2,36.8,0,0,Moderately acidic
2364,0.3,1.1,1.7,0,53.5,29.1,16.5,0.1,0.3,2.6,2.6,0.1,5.6,0,0,Moderately acidic
2365,0.2,1.6,1.6,202,14.2,50.7,35.1,0,2.6,52.3,0.8,0.3,28.7,0,0,Moderately alkaline
2367,0.2,4.8,1.3,27.9,42.2,25.1,31.8,0.5,0.2,7.8,1.3,1.3,47.4,0.2,0,Moderately acidic
2369,0.2,1.9,1.4,29.9,8.2,64.7,27.1,0,1.8,34.7,5.2,1.4,38,0.1,0,Moderately alkaline
2370,0.2,2.7,1.3,27.9,32.2,20.7,47.1,0.1,0.4,26.8,2.3,0.1,54.1,0,0,Moderately acidic
2371,0.6,2.7,1.3,34.9,38.2,17.1,43.8,0.1,1.2,1.8,2.1,30.12,16,0,0,Moderately alkaline
2372,0.6,2.7,1.1,6,50.2,22.7,27.1,0.1,2.1,11,1.9,31.12,10.6,0.1,0.1,Strongly alkaline
2373,0.9,7.2,1.3,14.9,17.5,17.3,65.2,0.2,0.4,33,15,0.3,28.2,0,0,Neutral
2374,0.5,1.8,1.4,10.9,40.2,4.2,23.8,0.1,1.3,34.2,8,3.1,13.8,0.1,0.2,Moderately alkaline
2378,0.4,1.6,1.5,4.2,40.9,25.3,33.8,0.1,31.12,4.8,1.4,0.2,15,0.1,0,Moderately acidic
2380,1,8.3,0.9,5,14,34.7,51.2,0.1,1.8,67,5.4,31.12,67.2,0,0,Moderately alkaline
2382,0.4,6.2,31.12,19.9,29.5,30.7,39.8,0.3,0.5,8.4,2.6,2.4,78,0.4,0,Strongly acidic
2383,0.4,5.6,1.1,25.8,29.5,29.3,41.2,0.3,2.1,12.7,7.5,0.2,23,0,0,Moderately acidic
2384,0.3,7.5,31.12,5,16,50.7,33.2,0.1,0.6,49.4,6.8,31.12,35.2,0,0,Moderately alkaline
2386,0.2,3.4,1.3,20.9,67.5,18.7,13.8,0,0.7,8.2,3.6,0.3,15.4,0,0,Neutral
2387,0.7,3.1,1.3,59.6,14,14.7,71.2,0.1,1.6,104.2,6,3.7,95,0.1,0,Moderately alkaline
2388,0.1,1.4,1.6,208.6,60.2,13.1,25.8,0.1,1.5,44.7,2,0.6,40.3,0,0,Moderately alkaline
2390,0.3,1.2,1.7,52,52.2,27.1,19.8,0.1,0.9,5,4.6,30.12,15.5,0,0,Moderately acidic
2391,0.4,0.9,1.7,58.6,26.2,38.7,35.1,0,1.1,9.7,2.2,30.12,14.6,0,0,Neutral
2392,0.3,1.6,1.7,16.2,52.2,21.1,25.8,0.1,0.4,7.8,3,0.1,9.8,0,0,Moderately acidic
2393,0.3,0.7,1.5,16.2,64.2,17.1,17.8,0,0.2,2.1,0.8,30.12,1.2,0,0,Strongly acidic
2394,0.1,1.7,1.4,13.6,10.2,35.3,54.5,0.1,1.6,40.2,8.8,3.9,30.1,0.1,0.1,Moderately alkaline
2395,0.1,0.8,1.5,16.2,14.2,4.2,49.8,0.1,0.2,1.3,0.1,0.1,8.8,0.1,0,Strongly acidic
2396,0.4,1.6,1.6,31.5,10.2,13.3,76.5,0.1,3.5,28.4,5.1,0.5,47.6,0,0,Neutral
2398,0.4,3.5,1.3,46.7,50.2,26.7,23.1,0.7,1.3,66.7,6.4,30.12,62.4,0,0,Moderately alkaline
2399,0.2,1.1,1.8,32.3,22.2,23.1,53.8,0.1,1.4,2.3,3.6,0.7,28,0.2,0,Neutral
2400,0.4,1.3,1.5,43.4,65.5,19.1,14.5,0.1,0.8,2.3,1.1,30.12,6.4,0,0,Moderately alkaline
2402,0.4,4.8,31.12,85.7,28.2,30.7,41.1,0.2,1.6,29.2,2.1,30.12,21.4,0,0,Moderately alkaline
2403,0.4,3.8,1.1,0,68.9,17.3,13.8,0.1,0.1,0.7,0.3,0.2,6.3,0.5,0,Strongly acidic
2404,0.5,4.6,0.8,0,46.9,27.3,25.8,0.1,0.1,7.4,3.4,0.7,19,0.1,0,Strongly acidic
2405,0.1,3.3,1.2,72.9,18.2,25.1,55.8,0.1,1.1,28.8,16.1,0.4,56.9,0,0,Moderately alkaline
2406,0.2,2.1,31.12,21.4,53.5,19.1,26.5,0.2,0.4,0,0.6,1.7,1.7,4,1,Strongly acidic
2407,0.1,3.1,1.2,15,79.5,7.1,12.5,0.1,0.3,2.2,3.4,0.3,2.2,0.1,0.1,Strongly acidic
2408,0.2,2.5,1.1,128.6,40.2,2.2,25.8,0,0.6,17,3.8,0.8,14.5,0.1,0.1,Moderately alkaline
2409,0.3,3.5,1.2,72.9,51.5,13.3,35.2,0.1,0.4,3.4,0.8,30.12,4.3,0,0,Moderately acidic
2410,0.4,2.7,1.5,62.1,8,25.1,66,0.1,1.3,87.7,3.3,1.3,70.9,0,0,Moderately alkaline
2411,0.2,4.3,1.3,41.9,41.5,15.1,42.5,0.1,1.1,3,3.7,0.1,22,0,0,Neutral
2412,0.5,1.3,1.4,14,73.5,18.7,7.8,0,1.3,32.2,9.6,8.3,5.4,0.3,1.5,Moderately alkaline
2413,0.4,2.1,1.2,6,22.8,25.1,51.2,0.2,0.5,38.2,0.7,0.3,6.1,0,0.1,Strongly alkaline
2414,0.3,7.4,31.12,4,56.8,11.1,31.2,0.1,0.7,7.1,1,0.4,16.3,0.1,0,Moderately alkaline
2416,0.3,10.5,1.2,0,66.9,15.3,17.8,0.1,0.2,7,2,0.3,12.3,0.1,0,Moderately acidic
2423,0.3,3.9,1.2,20.9,48.2,2.2,17.8,0.2,0.8,1.2,1.3,30.12,6.2,0,0,Moderately acidic
2424,0.1,8.1,0.9,0,18,25.1,56,0.5,0.2,60.2,12.9,0.7,70.3,0,0,Moderately alkaline
2425,0.2,7.2,1.1,3,16.9,19.3,63.8,0.1,1.3,3,8.3,1.1,24,0.2,0,Moderately acidic
2427,0.4,2.5,1.3,26,40.2,36.7,23.1,0.4,1.5,8.2,2,1.8,53.5,0.3,0,Moderately acidic
2428,0.3,3.1,1.4,387.4,58.2,17.1,23.8,0.1,2.8,48.9,3,0.6,25.5,0,0,Moderately alkaline
2429,0.3,5.5,1.4,12.6,38.2,23.1,37.8,0,1.9,39.2,4.4,5.7,22.3,0.2,0.3,Strongly alkaline
2430,0.7,1.6,1.5,12.6,80.2,9.1,9.8,0,0.9,3,1,0.5,5.4,0.2,0.1,Moderately alkaline
2431,0.4,0.5,1.5,4.2,53.5,26.7,19.8,0.1,0.5,20.3,2.7,0.5,10.7,0,0,Moderately alkaline
2432,0.3,0.4,1.6,2.1,32.9,23.3,43.8,0.1,0.4,11.8,4.5,0.4,21.2,0,0,Strongly acidic
2434,0.3,2.7,0.7,214.3,52.2,18.7,29.1,0.1,1.8,14.4,1.5,30.12,17.6,0,0,Moderately alkaline
2435,0.2,5.2,1.1,214.3,20.2,42.7,37.1,0.1,2.1,52.7,1.6,0.2,23.8,0,0,Moderately alkaline
2436,0.2,5.8,1.1,98.6,33.5,29.1,36.5,0.2,0.1,9.1,0.9,0.1,13.7,0,0,Moderately alkaline
2437,0.4,19.7,31.12,19.3,33.5,30.7,35.8,0.2,1.2,24.8,4.8,0.5,43.6,0,0,Neutral
2439,0.4,5.8,1.1,75,30.9,31.8,37.2,0.1,1.1,29,7.1,1.3,49.2,0.1,0,Moderately alkaline
2440,0.4,5.1,1.3,85.7,54.9,27.3,17.8,0.1,3.9,36.7,2.2,0.8,16.8,0,0,Moderately alkaline
2441,0.2,4.8,1.3,6.4,40.9,27.8,31.2,0,1.2,15.1,2.2,0.5,22.9,0,0,Neutral
2442,1,2.2,1.3,23.6,46.2,29.1,23.8,0.2,1.1,1,1.5,30.12,11.6,0,0,Moderately acidic
2443,0.1,2.4,1.4,6,28.8,11.1,59.2,0.2,0.7,36.7,13.2,5.1,8.5,0.2,0.6,Strongly alkaline
2444,0.5,8.3,1.3,3,26.9,25.3,47.8,0.2,1.7,5,14.3,1.5,28.2,0.1,0.1,Strongly alkaline
2448,0.3,2.6,1.5,2.1,26.8,4.2,37.2,0.2,2.3,16.6,7.3,2.4,29.9,0.2,0.1,Moderately alkaline
2449,0.4,8.3,31.12,2,17.5,15.1,66.5,0.1,0.5,0.2,5.9,2.4,8.1,0.6,0.3,Moderately acidic
2450,0.1,4.5,1.2,12.9,10.2,22.2,35.8,0,1.5,46.8,11.3,26.3,19.2,0.8,1.4,Moderately alkaline
2452,0.2,4.9,31.12,18,44.2,26.7,29.1,0,0.6,4.8,3.7,0.3,16.2,0.1,0,Strongly acidic
2453,0.3,2.1,1.5,38,38.2,25.1,35.8,0.2,1.1,6.5,1.9,30.12,26.6,0,0,Moderately alkaline
2454,0.2,1.7,1.8,240,66.2,15.1,17.8,0,0.5,7.7,3.8,31.12,17.9,0.2,0.1,Moderately acidic
2459,0.4,5.2,31.12,64.3,38.2,28.7,33.1,0.1,3.9,49.7,2.4,2.8,27.6,0.1,0.1,Moderately alkaline
2460,0.3,6.1,1.1,21.4,76.2,11.1,11.8,0.1,0.3,0,0.8,1.6,1.9,2.7,0.9,Strongly acidic
2465,0.5,6.6,1.1,25.7,28.2,23.1,47.8,0.1,1.4,1.1,10.2,4.1,16,0.6,0.3,Strongly alkaline
2466,0.3,2.5,1.5,32.1,27.5,23.3,49.2,0.1,1.4,5.5,4.6,0.4,35,0.1,0,Strongly acidic
2468,0.1,2.9,1.3,2,37.5,17.1,44.5,0.1,0.4,0.1,2.9,1.1,4.5,1,0.4,Strongly acidic
2471,0.3,0.5,1.5,6.1,31.5,29.1,38.5,0.5,1.4,23,0.3,1.1,19.5,0.1,0.1,Strongly alkaline
2472,0.5,3.9,1.3,79.5,34.9,25.8,39.2,0.1,1.8,15.6,3.3,0.5,33.8,0,0,Neutral
2473,0.5,3.6,1.3,32,34.9,21.3,43.8,0.1,1.2,3.2,4.1,0.1,19.8,0,0,Strongly acidic
2474,1.4,0.9,1.5,350,18.2,38.7,43.1,0.1,3.3,57,1.4,0.3,38.6,0,0,Moderately alkaline
2477,0.2,1.1,1.7,8.1,38,8.2,22,0.1,0.8,14.6,3.8,0.9,20.9,0.1,0,Moderately alkaline
2479,0.9,2.4,1.3,NA,54.8,27.3,18,0.1,0.8,4.5,1,0.5,8.5,0.2,0.1,Moderately acidic
2480,0.4,2.1,1.4,6.3,31,6.2,31,NA,0.7,0.8,NA,NA,0,NA,NA,
2481,0.4,1.8,1.5,7.3,70.2,10.7,19.1,0.1,1.3,31.4,1.7,1.6,9.7,0.1,0.2,Moderately alkaline
2482,0.1,2.9,1.3,2,42.2,5.1,51.8,0.1,1.2,0.3,9.2,2.8,12.5,0.4,0.2,Neutral
